time,downloaded,total,chunk_size,speed_kbps
1768152614.3444123,1335296,30424618,8192,5367.074055659392
1768152614.3444707,1343488,30424618,8192,5367.074055659392
1768152614.3489585,1351680,30424618,8192,5296.363593916538
1768152614.3490217,1359872,30424618,8192,5296.363593916538
1768152614.3545399,1368064,30424618,8192,5153.935471270791
1768152614.3546183,1376256,30424618,8192,5153.935471270791
1768152614.3548675,1384448,30424618,8192,5661.527122387189
1768152614.354931,1392640,30424618,8192,5661.527122387189
1768152614.356644,1400832,30424618,8192,5910.92192759947
1768152614.3567045,1409024,30424618,8192,5910.92192759947
1768152614.3592849,1417216,30424618,8192,5916.288849620413
1768152614.3593605,1425408,30424618,8192,5916.288849620413
1768152614.362088,1433600,30424618,8192,6033.663216713294
1768152614.3621504,1441792,30424618,8192,6033.663216713294
1768152614.3658412,1449984,30424618,8192,6106.895219462995
1768152614.3660994,1458176,30424618,8192,6106.895219462995
1768152614.367576,1466368,30424618,8192,5860.069027932672
1768152614.3676353,1474560,30424618,8192,5860.069027932672
1768152614.3702786,1482752,30424618,8192,5690.449938572959
1768152614.370351,1490944,30424618,8192,5690.449938572959
1768152614.3736658,1499136,30424618,8192,5619.829778343849
1768152614.3737292,1507328,30424618,8192,5619.829778343849
1768152614.3780649,1515520,30424618,8192,5509.144631484132
1768152614.3782318,1523712,30424618,8192,5509.144631484132
1768152614.3789914,1531904,30424618,8192,6089.948531214039
1768152614.3791466,1540096,30424618,8192,6089.948531214039
1768152614.381085,1548288,30424618,8192,5956.127876173497
1768152614.3812218,1556480,30424618,8192,5956.127876173497
1768152614.384536,1564672,30424618,8192,5893.958306594655
1768152614.3846502,1572864,30424618,8192,5893.958306594655
1768152614.3870802,1581056,30424618,8192,5984.283001489008
1768152614.3871505,1589248,30424618,8192,5984.283001489008
1768152614.388203,1597440,30424618,8192,6582.4355124932745
1768152614.3882706,1605632,30424618,8192,6582.4355124932745
1768152614.391011,1613824,30424618,8192,6077.845576922563
1768152614.3910735,1622016,30424618,8192,6077.845576922563
1768152614.3932881,1630208,30424618,8192,6024.725736013692
1768152614.3933473,1638400,30424618,8192,6024.725736013692
1768152614.3969824,1646592,30424618,8192,6001.936190309331
1768152614.3970368,1654784,30424618,8192,6001.936190309331
1768152614.403193,1662976,30424618,8192,5798.547765702783
1768152614.4032516,1671168,30424618,8192,5798.547765702783
1768152614.403302,1679360,30424618,8192,5814.080106906805
1768152614.4033508,1687552,30424618,8192,5814.080106906805
1768152614.4071424,1695744,30424618,8192,5731.447318384988
1768152614.4072003,1703936,30424618,8192,5731.447318384988
1768152614.4124424,1712128,30424618,8192,5518.956674420166
1768152614.4125168,1720320,30424618,8192,5518.956674420166
1768152614.41257,1728512,30424618,8192,6097.202599445032
1768152614.4126227,1736704,30424618,8192,6097.202599445032
1768152614.414285,1744896,30424618,8192,6456.5359124308
1768152614.4143434,1753088,30424618,8192,6456.5359124308
1768152614.4157584,1761280,30424618,8192,6234.3618638748885
1768152614.4158208,1769472,30424618,8192,6234.3618638748885
1768152614.4218946,1777664,30424618,8192,6154.762549839159
1768152614.4219556,1785856,30424618,8192,6154.762549839159
1768152614.4220033,1794048,30424618,8192,6801.019881283717
1768152614.4220505,1802240,30424618,8192,6801.019881283717
1768152614.426676,1810432,30424618,8192,6175.118379464991
1768152614.426731,1818624,30424618,8192,6175.118379464991
1768152614.4267771,1826816,30424618,8192,6485.102411497106
1768152614.4268239,1835008,30424618,8192,6485.102411497106
1768152614.4282413,1843200,30424618,8192,6483.562259196096
1768152614.4283073,1851392,30424618,8192,6483.562259196096
1768152614.429156,1859584,30424618,8192,7150.384297324354
1768152614.4292085,1867776,30424618,8192,7150.384297324354
1768152614.4325309,1875968,30424618,8192,6593.2427544220845
1768152614.4325871,1884160,30424618,8192,6593.2427544220845
1768152614.4350865,1892352,30424618,8192,6742.873624041345
1768152614.4351401,1900544,30424618,8192,6742.873624041345
1768152614.4374368,1908736,30424618,8192,6295.7473522895325
1768152614.437633,1916928,30424618,8192,6295.7473522895325
1768152614.4394932,1925120,30424618,8192,6156.452902890234
1768152614.4395566,1933312,30424618,8192,6156.452902890234
1768152614.441706,1941504,30424618,8192,5733.526834833358
1768152614.4417613,1949696,30424618,8192,5733.526834833358
1768152614.4447634,1957888,30424618,8192,5760.619440232133
1768152614.4448254,1966080,30424618,8192,5760.619440232133
1768152614.449441,1974272,30424618,8192,5611.330224270822
1768152614.4495065,1982464,30424618,8192,5611.330224270822
1768152614.471562,1990656,30424618,8192,5294.795190642389
1768152614.4716227,1998848,30424618,8192,5294.795190642389
1768152614.4733155,2007040,30424618,8192,5338.024743748732
1768152614.4733682,2015232,30424618,8192,5338.024743748732
1768152614.4749339,2023424,30424618,8192,5480.464998355259
1768152614.4749866,2031616,30424618,8192,5480.464998355259
1768152614.4778945,2039808,30424618,8192,5488.359230550059
1768152614.4779515,2048000,30424618,8192,5488.359230550059
1768152614.4797611,2056192,30424618,8192,5772.214215396797
1768152614.4798243,2064384,30424618,8192,5772.214215396797
1768152614.4830909,2072576,30424618,8192,5983.469216486254
1768152614.483151,2080768,30424618,8192,5983.469216486254
1768152614.4843702,2088960,30424618,8192,6173.995422832677
1768152614.4844224,2097152,30424618,8192,6173.995422832677
1768152614.4872518,2105344,30424618,8192,5941.06549101066
1768152614.4873362,2113536,30424618,8192,5941.06549101066
1768152614.4882317,2121728,30424618,8192,6463.220196319357
1768152614.488291,2129920,30424618,8192,6463.220196319357
1768152614.4906468,2138112,30424618,8192,6349.15913866597
1768152614.4907067,2146304,30424618,8192,6349.15913866597
1768152614.492493,2154496,30424618,8192,6557.016627629307
1768152614.4925508,2162688,30424618,8192,6557.016627629307
1768152614.4942026,2170880,30424618,8192,6381.410990305309
1768152614.4942608,2179072,30424618,8192,6381.410990305309
1768152614.4987144,2187264,30424618,8192,6275.736257056238
1768152614.4987705,2195456,30424618,8192,6275.736257056238
1768152614.4988177,2203648,30424618,8192,6275.736257056238
1768152614.4988694,2211840,30424618,8192,6275.736257056238
1768152614.5038629,2220032,30424618,8192,6092.932445903161
1768152614.5039308,2228224,30424618,8192,6092.932445903161
1768152614.5062873,2236416,30424618,8192,5982.0860280253855
1768152614.5064538,2244608,30424618,8192,5982.0860280253855
1768152614.510082,2252800,30424618,8192,5709.941059883707
1768152614.5102675,2260992,30424618,8192,5709.941059883707
1768152614.5127587,2269184,30424618,8192,5854.4861612267905
1768152614.5129566,2277376,30424618,8192,5854.4861612267905
1768152614.5154657,2285568,30424618,8192,5377.522689809959
1768152614.5169456,2293760,30424618,8192,5134.6645105295665
1768152614.517571,2301952,30424618,8192,5773.2342426500645
1768152614.5176272,2310144,30424618,8192,5773.2342426500645
1768152614.5202892,2318336,30424618,8192,5733.542376839666
1768152614.5203898,2326528,30424618,8192,5733.542376839666
1768152614.5227952,2334720,30424618,8192,5847.473108313448
1768152614.5228965,2342912,30424618,8192,5847.473108313448
1768152614.5259495,2351104,30424618,8192,5789.353502841089
1768152614.5260131,2359296,30424618,8192,5789.353502841089
1768152614.5292614,2367488,30424618,8192,5715.173776849528
1768152614.5293274,2375680,30424618,8192,5958.03195612992
1768152614.5321674,2383872,30424618,8192,5442.719347920339
1768152614.532224,2392064,30424618,8192,5442.719347920339
1768152614.5382571,2400256,30424618,8192,5271.277700454617
1768152614.5383132,2408448,30424618,8192,5271.277700454617
1768152614.5422685,2416640,30424618,8192,5138.203279359818
1768152614.542327,2424832,30424618,8192,5138.203279359818
1768152614.544392,2433024,30424618,8192,5264.2012668159605
1768152614.5444636,2441216,30424618,8192,5264.2012668159605
1768152614.5475075,2449408,30424618,8192,5280.4206797557945
1768152614.547562,2457600,30424618,8192,5280.4206797557945
1768152614.5491605,2465792,30424618,8192,5505.092740865278
1768152614.5492134,2473984,30424618,8192,5505.092740865278
1768152614.5522368,2482176,30424618,8192,5638.5105505829615
1768152614.552291,2490368,30424618,8192,5638.5105505829615
1768152614.5570276,2498560,30424618,8192,5604.8777483459935
1768152614.5570853,2506752,30424618,8192,5604.8777483459935
1768152614.5597584,2514944,30424618,8192,5514.116591851229
1768152614.5598137,2523136,30424618,8192,5514.116591851229
1768152614.5611165,2531328,30424618,8192,5875.655840453714
1768152614.5611699,2539520,30424618,8192,5875.655840453714
1768152614.5634573,2547712,30424618,8192,5720.153431597402
1768152614.5635102,2555904,30424618,8192,5720.153431597402
1768152614.565652,2564096,30424618,8192,5831.9446637427645
1768152614.565719,2572288,30424618,8192,5831.9446637427645
1768152614.5681484,2580480,30424618,8192,5994.669563001689
1768152614.5682101,2588672,30424618,8192,5994.669563001689
1768152614.570724,2596864,30424618,8192,6013.925718867326
1768152614.570779,2605056,30424618,8192,6013.925718867326
1768152614.573109,2613248,30424618,8192,5734.668169939211
1768152614.5731642,2621440,30424618,8192,5734.668169939211
1768152614.5761514,2629632,30424618,8192,5651.319010425978
1768152614.5763125,2637824,30424618,8192,5651.319010425978
1768152614.5789123,2646016,30424618,8192,5583.838011344496
1768152614.5803993,2654208,30424618,8192,5336.629668567299
1768152614.5809822,2662400,30424618,8192,5803.684757435488
1768152614.581034,2670592,30424618,8192,5803.684757435488
1768152614.5831883,2678784,30424618,8192,5857.920305068572
1768152614.5832436,2686976,30424618,8192,5857.920305068572
1768152614.5860543,2695168,30424618,8192,5797.990969197711
1768152614.586108,2703360,30424618,8192,5797.990969197711
1768152614.5901024,2711552,30424618,8192,5729.314705109175
1768152614.590158,2719744,30424618,8192,5729.314705109175
1768152614.596123,2727936,30424618,8192,5552.999914123926
1768152614.596181,2736128,30424618,8192,5800.208256901124
1768152614.6032908,2744320,30424618,8192,5113.36403103297
1768152614.603358,2752512,30424618,8192,5113.36403103297
1768152614.6051795,2760704,30424618,8192,5185.705846608838
1768152614.6052444,2768896,30424618,8192,5185.705846608838
1768152614.6078515,2777088,30424618,8192,5211.978141972808
1768152614.6079128,2785280,30424618,8192,5211.978141972808
1768152614.60841,2793472,30424618,8192,5810.146521530986
1768152614.6084657,2801664,30424618,8192,5810.146521530986
1768152614.6110992,2809856,30424618,8192,5982.222362622874
1768152614.6111538,2818048,30424618,8192,5982.222362622874
1768152614.612952,2826240,30424618,8192,6321.632050528847
1768152614.6130161,2834432,30424618,8192,6321.632050528847
1768152614.6142628,2842624,30424618,8192,6528.266464683491
1768152614.614315,2850816,30424618,8192,6528.266464683491
1768152614.619833,2859008,30424618,8192,6360.590957742019
1768152614.6199555,2867200,30424618,8192,6360.590957742019
1768152614.6203957,2875392,30424618,8192,6360.590957742019
1768152614.6204543,2883584,30424618,8192,6360.590957742019
1768152614.622277,2891776,30424618,8192,6500.034323529902
1768152614.6223645,2899968,30424618,8192,6500.034323529902
1768152614.6251457,2908160,30424618,8192,6338.251066230379
1768152614.6252043,2916352,30424618,8192,6338.251066230379
1768152614.6263742,2924544,30424618,8192,6403.218509292952
1768152614.6264367,2932736,30424618,8192,6403.218509292952
1768152614.6272197,2940928,30424618,8192,7057.193141535505
1768152614.6272767,2949120,30424618,8192,7057.193141535505
1768152614.6292174,2957312,30424618,8192,6675.99743116745
1768152614.6292837,2965504,30424618,8192,6675.99743116745
1768152614.6334627,2973696,30424618,8192,6422.471697955365
1768152614.63352,2981888,30424618,8192,6422.471697955365
1768152614.633569,2990080,30424618,8192,6931.689493217069
1768152614.6336198,2998272,30424618,8192,6931.689493217069
1768152614.637539,3006464,30424618,8192,6417.5071102687325
1768152614.637597,3014656,30424618,8192,6417.5071102687325
1768152614.6446576,3022848,30424618,8192,5731.556579596096
1768152614.6447694,3031040,30424618,8192,5731.556579596096
1768152614.6448247,3039232,30424618,8192,6112.752289964153
1768152614.6448822,3047424,30424618,8192,6112.752289964153
1768152614.6454568,3055616,30424618,8192,6719.874310981501
1768152614.6455085,3063808,30424618,8192,6719.874310981501
1768152614.645557,3072000,30424618,8192,6719.874310981501
1768152614.6456075,3080192,30424618,8192,6719.874310981501
1768152614.6470947,3088384,30424618,8192,7077.985708070504
1768152614.6471593,3096576,30424618,8192,7077.985708070504
1768152614.647207,3104768,30424618,8192,7763.936238743141
1768152614.6472576,3112960,30424618,8192,7763.936238743141
1768152614.6490111,3121152,30424618,8192,7427.838825586812
1768152614.6490688,3129344,30424618,8192,7427.838825586812
1768152614.6491559,3137536,30424618,8192,7427.838825586812
1768152614.6492102,3145728,30424618,8192,7427.838825586812
1768152614.651136,3153920,30424618,8192,7060.434944152793
1768152614.6512132,3162112,30424618,8192,7060.434944152793
1768152614.65277,3170304,30424618,8192,7020.676408618159
1768152614.6528282,3178496,30424618,8192,7020.676408618159
1768152614.6556554,3186688,30424618,8192,6506.830146367422
1768152614.655715,3194880,30424618,8192,6506.830146367422
1768152614.6557667,3203072,30424618,8192,6842.9275595237505
1768152614.6558177,3211264,30424618,8192,6842.9275595237505
1768152614.6571317,3219456,30424618,8192,6665.738047108683
1768152614.6571903,3227648,30424618,8192,6665.738047108683
1768152614.6624045,3235840,30424618,8192,6387.588043375252
1768152614.662473,3244032,30424618,8192,6387.588043375252
1768152614.662528,3252224,30424618,8192,6663.4103401667435
1768152614.662581,3260416,30424618,8192,6663.4103401667435
1768152614.6640918,3268608,30424618,8192,6917.87016521858
1768152614.6641505,3276800,30424618,8192,6917.87016521858
1768152614.6644413,3284992,30424618,8192,6917.87016521858
1768152614.664505,3293184,30424618,8192,6917.87016521858
1768152614.6666315,3301376,30424618,8192,6676.484315810327
1768152614.666687,3309568,30424618,8192,6676.484315810327
1768152614.6667511,3317760,30424618,8192,7322.038200977777
1768152614.666808,3325952,30424618,8192,7322.038200977777
1768152614.6697521,3334144,30424618,8192,6796.499585324891
1768152614.669808,3342336,30424618,8192,6796.499585324891
1768152614.671629,3350528,30424618,8192,6702.563880939354
1768152614.6717827,3358720,30424618,8192,6702.563880939354
1768152614.6719303,3366912,30424618,8192,6702.563880939354
1768152614.6721025,3375104,30424618,8192,6702.563880939354
1768152614.6733375,3383296,30424618,8192,6986.143354903815
1768152614.6741068,3391488,30424618,8192,6986.143354903815
1768152614.6748745,3399680,30424618,8192,6986.143354903815
1768152614.674937,3407872,30424618,8192,6986.143354903815
1768152614.6767838,3416064,30424618,8192,7151.629150475084
1768152614.6768434,3424256,30424618,8192,7151.629150475084
1768152614.6783013,3432448,30424618,8192,7264.861731258507
1768152614.6783588,3440640,30424618,8192,7264.861731258507
1768152614.6786692,3448832,30424618,8192,7264.861731258507
1768152614.6787207,3457024,30424618,8192,7264.861731258507
1768152614.6811485,3465216,30424618,8192,6933.274291417033
1768152614.6812096,3473408,30424618,8192,6933.274291417033
1768152614.682519,3481600,30424618,8192,6757.591455091309
1768152614.6825762,3489792,30424618,8192,6757.591455091309
1768152614.6845665,3497984,30424618,8192,6725.349903392635
1768152614.684622,3506176,30424618,8192,6725.349903392635
1768152614.6861951,3514368,30424618,8192,6683.037843176467
1768152614.6862519,3522560,30424618,8192,6683.037843176467
1768152614.68737,3530752,30424618,8192,6633.506908872497
1768152614.6874297,3538944,30424618,8192,6633.506908872497
1768152614.6886811,3547136,30424618,8192,6954.166008058793
1768152614.6887457,3555328,30424618,8192,6954.166008058793
1768152614.6899264,3563520,30424618,8192,7023.991984577852
1768152614.689985,3571712,30424618,8192,7023.991984577852
1768152614.691327,3579904,30424618,8192,7225.624523669207
1768152614.691416,3588096,30424618,8192,7225.624523669207
1768152614.6938705,3596288,30424618,8192,7037.773449111209
1768152614.6939282,3604480,30424618,8192,7037.773449111209
1768152614.6952963,3612672,30424618,8192,6889.17011777842
1768152614.6953528,3620864,30424618,8192,6889.17011777842
1768152614.6958354,3629056,30424618,8192,7035.094346292457
1768152614.695891,3637248,30424618,8192,7035.094346292457
1768152614.6976526,3645440,30424618,8192,6802.445281281322
1768152614.6977093,3653632,30424618,8192,6802.445281281322
1768152614.6998,3661824,30424618,8192,6581.061144093606
1768152614.6998603,3670016,30424618,8192,6581.061144093606
1768152614.7032175,3678208,30424618,8192,6491.886406513602
1768152614.7032878,3686400,30424618,8192,6491.886406513602
1768152614.703339,3694592,30424618,8192,6690.020672150364
1768152614.703391,3702784,30424618,8192,6690.020672150364
1768152614.7055516,3710976,30424618,8192,6265.184817191062
1768152614.7056077,3719168,30424618,8192,6265.184817191062
1768152614.706859,3727360,30424618,8192,6457.659451918236
1768152614.7069168,3735552,30424618,8192,6457.659451918236
1768152614.7087257,3743744,30424618,8192,6519.06784630934
1768152614.708942,3751936,30424618,8192,6519.06784630934
1768152614.716499,3760128,30424618,8192,6384.940540681202
1768152614.7165942,3768320,30424618,8192,6384.940540681202
1768152614.7166433,3776512,30424618,8192,6384.940540681202
1768152614.7166872,3784704,30424618,8192,6384.940540681202
1768152614.7167308,3792896,30424618,8192,6809.776395640503
1768152614.7167835,3801088,30424618,8192,6809.776395640503
1768152614.7172878,3809280,30424618,8192,6955.807685731127
1768152614.7173355,3817472,30424618,8192,6955.807685731127
1768152614.7173793,3825664,30424618,8192,7306.445261216677
1768152614.7174258,3833856,30424618,8192,7306.445261216677
1768152614.7193782,3842048,30424618,8192,7615.411777859883
1768152614.7194314,3850240,30424618,8192,7615.411777859883
1768152614.720675,3858432,30424618,8192,7472.711879306012
1768152614.7207286,3866624,30424618,8192,7472.711879306012
1768152614.7221835,3874816,30424618,8192,7233.3678316622945
1768152614.7222369,3883008,30424618,8192,7233.3678316622945
1768152614.723455,3891200,30424618,8192,7105.241461516549
1768152614.7235074,3899392,30424618,8192,7105.241461516549
1768152614.7244637,3907584,30424618,8192,7105.241461516549
1768152614.7245479,3915776,30424618,8192,7105.241461516549
1768152614.7279086,3923968,30424618,8192,6929.868089870552
1768152614.7279642,3932160,30424618,8192,6929.868089870552
1768152614.7281716,3940352,30424618,8192,7072.567988424422
1768152614.728227,3948544,30424618,8192,7072.567988424422
1768152614.7305481,3956736,30424618,8192,6860.222760470756
1768152614.7306,3964928,30424618,8192,6860.222760470756
1768152614.731997,3973120,30424618,8192,6772.248085555167
1768152614.7320526,3981312,30424618,8192,6772.248085555167
1768152614.7350056,3989504,30424618,8192,6245.546785157281
1768152614.7350562,3997696,30424618,8192,6245.546785157281
