time,downloaded,total,chunk_size,speed_kbps
1768152611.8025515,26323328,30424618,8192,5181.68275795506
1768152611.802606,26331520,30424618,8192,8000.0
1768152611.8045933,26339712,30424618,8192,4046.9442473827753
1768152611.8049147,26347904,30424618,8192,8000.0
1768152611.8053305,26356096,30424618,8192,8000.0
1768152611.80538,26364288,30424618,8192,8000.0
1768152611.8061898,26372480,30424618,8192,8000.0
1768152611.8062377,26380672,30424618,8192,8000.0
1768152611.8075683,26388864,30424618,8192,6048.2349295972
1768152611.8076098,26397056,30424618,8192,8000.0
1768152611.8091893,26405248,30424618,8192,5094.89210460682
1768152611.809398,26413440,30424618,8192,8000.0
1768152611.8116722,26421632,30424618,8192,3530.1385166627197
1768152611.8118458,26429824,30424618,8192,8000.0
1768152611.8129907,26438016,30424618,8192,7056.539695494439
1768152611.813174,26446208,30424618,8192,8000.0
1768152611.8159833,26454400,30424618,8192,2857.244885463606
1768152611.816569,26462592,30424618,8192,8000.0
1768152611.816912,26470784,30424618,8192,8000.0
1768152611.8170779,26478976,30424618,8192,8000.0
1768152611.8174567,26487168,30424618,8192,8000.0
1768152611.8174934,26495360,30424618,8192,8000.0
1768152611.819221,26503552,30424618,8192,4652.786339878609
1768152611.8192594,26511744,30424618,8192,8000.0
1768152611.8216417,26519936,30424618,8192,3370.9756947466044
1768152611.8217285,26528128,30424618,8192,8000.0
1768152611.8227265,26536320,30424618,8192,8000.0
1768152611.822775,26544512,30424618,8192,8000.0
1768152611.8259733,26552704,30424618,8192,2507.679708476365
1768152611.8260133,26560896,30424618,8192,8000.0
1768152611.8274763,26569088,30424618,8192,5495.259801420654
1768152611.8275154,26577280,30424618,8192,8000.0
1768152611.8279343,26585472,30424618,8192,8000.0
1768152611.8279743,26593664,30424618,8192,8000.0
1768152611.8318062,26601856,30424618,8192,2093.1449509651475
1768152611.832037,26610048,30424618,8192,8000.0
1768152611.8324609,26618240,30424618,8192,8000.0
1768152611.8325026,26626432,30424618,8192,8000.0
1768152611.8365068,26634624,30424618,8192,2001.8016566491344
1768152611.8365486,26642816,30424618,8192,8000.0
1768152611.8365812,26651008,30424618,8192,8000.0
1768152611.8366156,26659200,30424618,8192,8000.0
1768152611.8424296,26667392,30424618,8192,1378.3122665631292
1768152611.8426535,26675584,30424618,8192,8000.0
1768152611.8427007,26683776,30424618,8192,8000.0
1768152611.842742,26691968,30424618,8192,8000.0
1768152611.8458354,26700160,30424618,8192,2594.5385279068305
1768152611.8458781,26708352,30424618,8192,8000.0
1768152611.8459115,26716544,30424618,8192,8000.0
1768152611.845945,26724736,30424618,8192,8000.0
1768152611.8520193,26732928,30424618,8192,1319.3917959931348
1768152611.8526645,26741120,30424618,8192,8000.0
1768152611.8527138,26749312,30424618,8192,8000.0
1768152611.852752,26757504,30424618,8192,8000.0
1768152611.8539238,26765696,30424618,8192,6870.492503287804
1768152611.8539615,26773888,30424618,8192,8000.0
1768152611.8539917,26782080,30424618,8192,8000.0
1768152611.854025,26790272,30424618,8192,8000.0
1768152611.8560004,26798464,30424618,8192,4064.420655126668
1768152611.8562217,26806656,30424618,8192,8000.0
1768152611.8582344,26814848,30424618,8192,3990.2243830811803
1768152611.8583884,26823040,30424618,8192,8000.0
